"transactionid";"customerid";"age";"gender";"Marital Status";"income";"Product Name";"storename";"groupstore";"Type";"latitude";"longitude";"price";"qty";"totalamount";"DATE"
TR40243;353;25;0;Single;1.32;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;2;8400;2022-03-21
TR48083;147;59;1;Married;8.02;Coffee Candy;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";9400;5;47000;2022-03-21
TR51703;225;59;1;Married;10.59;Choco Bar;Priangan;Priangan;Modern Trade;-5,45;"105,26667";8800;7;61600;2022-03-21
TR65832;173;59;0;Married;4.59;Yoghurt;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";10000;3;30000;2022-03-21
TR84991;417;47;1;Married;12.75;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;5;16000;2022-03-21
TR85448;48;32;0;Married;10.62;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;5;21000;2022-03-21
TR13613;230;40;1;Married;4.32;Yoghurt;Priangan;Priangan;Modern Trade;-5,45;"105,26667";10000;1;10000;2022-03-22
TR20700;262;34;1;Married;5.61;Potato Chip;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";12000;1;12000;2022-03-22
TR44081;398;33;0;Married;7.44;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;4;16800;2022-03-22
TR52160;389;30;1;Married;3.72;Yoghurt;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";10000;4;40000;2022-03-22
TR58135;143;25;1;Single;2.87;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;4;16800;2022-03-22
TR68146;272;60;0;Married;4.05;Coffee Candy;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";9400;4;37600;2022-03-22
TR81892;119;26;1;Single;5.54;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;5;50000;2022-03-22
TR82531;165;44;1;Married;14.58;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;5;16000;2022-03-22
TR83466;7;31;0;Married;4.57;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;2;20000;2022-03-22
TR95317;343;29;0;Married;2.26;Cashew;Priangan;Priangan;Modern Trade;-5,45;"105,26667";18000;2;36000;2022-03-22
TR11114;392;45;0;Married;19.68;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;1;16000;2022-03-23
TR13113;243;38;0;Married;3.34;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;4;60000;2022-03-23
TR18091;132;41;0;Married;17.69;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;2;8400;2022-03-23
TR1857;246;40;1;Single;21.81;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;5;21000;2022-03-23
TR46760;171;40;0;Married;10.05;Ginger Candy ;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";3200;3;9600;2022-03-23
TR47934;168;27;0;Married;4.88;Oat;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";16000;1;16000;2022-03-23
TR50810;126;56;0;Married;15.75;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;7;22400;2022-03-23
TR53834;58;27;1;Married;4.43;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;2;18800;2022-03-23
TR55550;412;18;1;Single;0;Ginger Candy ;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";3200;3;9600;2022-03-23
TR59783;178;43;0;Married;9.58;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;4;12800;2022-03-23
TR65838;227;33;0;Married;7.72;Oat;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";16000;1;16000;2022-03-23
TR67402;230;40;1;Married;4.32;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;6;56400;2022-03-23
TR68603;166;33;0;Married;3.33;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;9;79200;2022-03-23
TR81324;352;69;0;Single;6.15;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;7;61600;2022-03-23
TR98880;304;34;0;Single;8.55;Cashew;Buana Indah;Buana;General Trade;"3,316694";"114,590111";18000;4;72000;2022-03-23
TR17459;442;42;1;Married;14.88;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;2;18800;2022-03-24
TR20920;147;59;1;Married;8.02;Coffee Candy;Buana Indah;Buana;General Trade;"3,316694";"114,590111";9400;3;28200;2022-03-24
TR26760;163;47;1;Married;6.3;Oat;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";16000;3;48000;2022-03-24
TR28862;378;54;0;Married;14.66;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;3;22500;2022-03-24
TR34593;252;18;1;Single;0;Choco Bar;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";8800;7;61600;2022-03-24
TR4617;422;21;1;Single;3.88;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;10;88000;2022-03-24
TR49836;231;51;1;Married;16.59;Potato Chip;Bonafid;Gita;General Trade;-7,250445;"112,768845";12000;5;60000;2022-03-24
TR52794;437;33;1;Married;3.49;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;5;75000;2022-03-24
TR59219;392;45;0;Married;19.68;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;4;37600;2022-03-24
TR60775;212;36;0;Married;7.96;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;5;47000;2022-03-24
TR68721;73;53;0;Married;13.71;Oat;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";16000;2;32000;2022-03-24
TR72192;255;24;1;Single;5.78;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;1;16000;2022-03-24
TR85967;303;45;0;Married;10.34;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;2;8400;2022-03-24
TR86490;39;66;1;Married;6.19;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;2;30000;2022-03-24
TR90663;285;20;0;Single;0;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;4;37600;2022-03-24
TR97036;130;40;0;Married;9.73;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;5;21000;2022-03-24
TR15664;77;26;0;Married;4.67;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;1;10000;2022-03-25
TR16537;219;39;0;Single;9.73;Choco Bar;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";8800;6;52800;2022-03-25
TR23529;45;53;0;Married;9.25;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;2;24000;2022-03-25
TR28229;284;49;1;Married;11.31;Potato Chip;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";12000;4;48000;2022-03-25
TR45000;10;34;1;Married;4;Ginger Candy ;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";3200;5;16000;2022-03-25
TR60204;161;41;0;Married;20.02;Yoghurt;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";10000;3;30000;2022-03-25
TR61518;446;57;0;Married;7.81;Oat;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";16000;2;32000;2022-03-25
TR74197;373;55;1;Married;14.59;Yoghurt;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";10000;4;40000;2022-03-25
TR76150;260;33;0;Single;6.65;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;5;75000;2022-03-25
TR76447;4;31;1;Married;4.87;Ginger Candy ;Buana;Buana;General Trade;-1,26916;"116,825264";3200;4;12800;2022-03-25
TR78501;122;26;1;Single;0.14;Oat;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";16000;2;32000;2022-03-25
TR78592;276;31;1;Married;8.96;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;3;22500;2022-03-25
TR89012;328;36;0;Married;10.53;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;5;21000;2022-03-25
TR92743;90;21;1;Single;0;Yoghurt;Priangan;Priangan;Modern Trade;-5,45;"105,26667";10000;6;60000;2022-03-25
TR97132;321;45;0;Married;8.03;Cashew;Priangan;Priangan;Modern Trade;-5,45;"105,26667";18000;2;36000;2022-03-25
TR12762;303;45;0;Married;10.34;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;7;22400;2022-03-26
TR32490;183;27;1;Single;0.18;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;4;60000;2022-03-26
TR33084;241;24;1;Single;0.57;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;4;16800;2022-03-26
TR42508;46;36;1;Married;8.31;Potato Chip;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";12000;2;24000;2022-03-26
TR44584;238;26;0;Single;6.61;Oat;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";16000;3;48000;2022-03-26
TR49872;339;22;0;Single;2.19;Cheese Stick;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";15000;2;30000;2022-03-26
TR5340;245;26;1;Married;4.58;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;6;52800;2022-03-26
TR58858;327;50;0;Married;12.41;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;2;8400;2022-03-26
TR60337;375;58;0;Married;8.39;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;4;48000;2022-03-26
TR71073;142;23;1;Single;1.58;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;3;12600;2022-03-26
TR79255;284;49;1;Married;11.31;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;7;70000;2022-03-26
TR89362;298;38;1;Married;8.99;Oat;Buana Indah;Buana;General Trade;"3,316694";"114,590111";16000;3;48000;2022-03-26
TR90008;114;22;0;Single;3.14;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;2;8400;2022-03-26
TR95793;416;27;1;Married;3.43;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;4;16800;2022-03-26
TR96401;198;45;0;Married;10.69;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;6;52800;2022-03-26
TR96784;205;46;0;Married;3.83;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;3;9600;2022-03-26
TR99840;40;19;0;Single;3.48;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;2;36000;2022-03-26
TR1141;249;47;0;Married;13.34;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;2;8400;2022-03-27
TR26815;158;49;1;Married;5.6;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;3;12600;2022-03-27
TR3480;75;34;0;Married;9.69;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;4;60000;2022-03-27
TR40982;423;22;0;Married;3.55;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;3;12600;2022-03-27
TR49381;58;27;1;Married;4.43;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;1;16000;2022-03-27
TR54641;67;19;0;Single;0;Choco Bar;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";8800;7;61600;2022-03-27
TR75463;392;45;0;Married;19.68;Potato Chip;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";12000;2;24000;2022-03-27
TR79918;115;39;0;Married;5.07;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;6;60000;2022-03-27
TR87616;358;32;1;Married;3.2;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;3;12600;2022-03-27
TR90228;8;37;1;Married;5.49;Cheese Stick;Buana Indah;Buana;General Trade;"3,316694";"114,590111";15000;3;45000;2022-03-27
TR93489;247;33;1;Married;8.11;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;4;60000;2022-03-27
TR99604;416;27;1;Married;3.43;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;5;75000;2022-03-27
TR12061;189;59;1;Single;5.15;Crackers;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";7500;5;37500;2022-03-28
TR17404;372;31;1;Married;6.19;Crackers;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";7500;6;45000;2022-03-28
TR32857;138;37;1;Married;8.96;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;1;10000;2022-03-28
TR32972;12;2;1;Married;4.94;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;2;8400;2022-03-28
TR40660;87;44;1;Married;9.57;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;1;15000;2022-03-28
TR45827;132;41;0;Married;17.69;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;4;37600;2022-03-28
TR61044;339;22;0;Single;2.19;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;5;21000;2022-03-28
TR68685;375;58;0;Married;8.39;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;3;12600;2022-03-28
TR70497;15;30;0;Married;4.52;Yoghurt;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";10000;2;20000;2022-03-28
TR72832;280;60;1;Married;9.57;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;3;28200;2022-03-28
TR83095;211;29;0;Married;3.54;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;4;16800;2022-03-28
TR84109;319;39;0;Married;8.82;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;5;75000;2022-03-28
TR95228;68;48;1;Married;17.42;Yoghurt;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";10000;4;40000;2022-03-28
TR15499;134;50;0;Married;18.62;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;7;70000;2022-03-29
TR16539;404;22;0;Single;2.69;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;5;75000;2022-03-29
TR24498;336;51;0;Single;10.84;Crackers;Bonafid;Gita;General Trade;-7,250445;"112,768845";7500;5;37500;2022-03-29
TR2880;76;38;1;Married;7.88;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;2;30000;2022-03-29
TR39127;2;60;1;Married;6.23;Ginger Candy ;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";3200;6;19200;2022-03-29
TR59179;301;60;0;Married;8.97;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;3;28200;2022-03-29
TR63244;124;28;0;Single;5.12;Choco Bar;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";8800;8;70400;2022-03-29
TR65982;4;31;1;Married;4.87;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;4;16800;2022-03-29
TR69829;301;60;0;Married;8.97;Cheese Stick;Bonafid;Gita;General Trade;-7,250445;"112,768845";15000;3;45000;2022-03-29
TR89056;239;41;1;Married;6.55;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;8;70400;2022-03-29
TR91643;414;21;1;Single;0.74;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;9;79200;2022-03-29
TR92013;195;31;1;Married;10.91;Crackers;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";7500;3;22500;2022-03-29
TR99856;114;22;0;Single;3.14;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;5;21000;2022-03-29
TR14935;101;61;1;Married;54.2;Oat;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";16000;1;16000;2022-03-30
TR1642;46;36;1;Married;8.31;Oat;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";16000;1;16000;2022-03-30
TR19951;415;44;0;Married;18.57;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;1;15000;2022-03-30
TR26863;8;37;1;Married;5.49;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;5;75000;2022-03-30
TR31273;379;48;1;Married;17.74;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;3;12600;2022-03-30
TR374;57;33;1;Married;6.5;Yoghurt;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";10000;7;70000;2022-03-30
TR38427;250;30;1;Married;3.96;Yoghurt;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";10000;6;60000;2022-03-30
TR57920;72;26;0;Single;1.81;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;4;37600;2022-03-30
TR61854;444;53;0;Married;15.31;Choco Bar;Buana;Buana;General Trade;-1,26916;"116,825264";8800;4;35200;2022-03-30
TR61973;118;20;1;Single;3.28;Cheese Stick;Bonafid;Gita;General Trade;-7,250445;"112,768845";15000;2;30000;2022-03-30
TR63415;57;33;1;Married;6.5;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;3;12600;2022-03-30
TR75249;89;32;0;Married;9.68;Choco Bar;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";8800;7;61600;2022-03-30
TR75984;201;57;0;Married;6.87;Ginger Candy ;Priangan;Priangan;Modern Trade;-5,45;"105,26667";3200;3;9600;2022-03-30
TR77629;330;61;1;Married;7;Ginger Candy ;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";3200;4;12800;2022-03-30
TR78109;410;55;1;Married;8.68;Yoghurt;Buana;Buana;General Trade;-1,26916;"116,825264";10000;3;30000;2022-03-30
TR83522;154;31;0;Married;8.36;Oat;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";16000;1;16000;2022-03-30
TR90952;37;51;0;Married;17.11;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;10;88000;2022-03-30
TR91130;290;19;1;Single;0.98;Oat;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";16000;2;32000;2022-03-30
TR92504;146;27;0;Married;3.16;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;2;30000;2022-03-30
TR93420;413;31;0;Married;8.8;Choco Bar;Bonafid;Gita;General Trade;-7,250445;"112,768845";8800;5;44000;2022-03-30
TR98789;172;57;1;Married;8.96;Coffee Candy;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";9400;2;18800;2022-03-30
TR10287;115;39;0;Married;5.07;Coffee Candy;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";9400;5;47000;2022-03-31
TR11827;210;33;0;Married;10.9;Yoghurt;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";10000;6;60000;2022-03-31
TR1280;337;43;1;Married;5.12;Cheese Stick;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";15000;4;60000;2022-03-31
TR17305;372;31;1;Married;6.19;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;1;15000;2022-03-31
TR21623;371;25;0;Married;3.06;Oat;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";16000;3;48000;2022-03-31
TR33436;346;62;0;Married;5.08;Ginger Candy ;Priangan;Priangan;Modern Trade;-5,45;"105,26667";3200;3;9600;2022-03-31
TR33953;122;26;1;Single;0.14;Crackers;Buana Indah;Buana;General Trade;"3,316694";"114,590111";7500;3;22500;2022-03-31
TR41645;114;22;0;Single;3.14;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;4;72000;2022-03-31
TR47547;352;69;0;Single;6.15;Potato Chip;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";12000;5;60000;2022-03-31
TR57869;274;48;0;Married;11.99;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;1;15000;2022-03-31
TR62348;62;51;1;Married;13.62;Ginger Candy ;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";3200;5;16000;2022-03-31
TR80719;243;38;0;Married;3.34;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;3;28200;2022-03-31
TR8302;115;39;0;Married;5.07;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;4;60000;2022-03-31
TR86527;311;61;1;Married;7.64;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;5;21000;2022-03-31
TR95369;326;24;1;Single;2.69;Coffee Candy;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";9400;4;37600;2022-03-31
TR12024;141;65;1;Married;9.94;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;3;12600;2022-04-01
TR14822;18;47;0;Married;13.6;Cashew;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";18000;1;18000;2022-04-01
TR21840;374;32;0;Single;5.4;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;6;60000;2022-04-01
TR22437;58;27;1;Married;4.43;Crackers;Bonafid;Gita;General Trade;-7,250445;"112,768845";7500;6;45000;2022-04-01
TR25887;341;43;1;Married;3.24;Cheese Stick;Buana Indah;Buana;General Trade;"3,316694";"114,590111";15000;4;60000;2022-04-01
TR27834;33;53;0;Married;17.11;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;3;12600;2022-04-01
TR36163;90;21;1;Single;0;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;1;10000;2022-04-01
TR4534;207;35;1;Married;10.54;Yoghurt;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";10000;7;70000;2022-04-01
TR48845;305;29;1;Married;4.08;Oat;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";16000;3;48000;2022-04-01
TR49237;447;54;1;Married;20.37;Yoghurt;Priangan;Priangan;Modern Trade;-5,45;"105,26667";10000;5;50000;2022-04-01
TR52485;17;35;0;Married;3.14;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;6;45000;2022-04-01
TR55166;57;33;1;Married;6.5;Oat;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";16000;2;32000;2022-04-01
TR56815;112;31;1;Married;4.44;Crackers;Bonafid;Gita;General Trade;-7,250445;"112,768845";7500;6;45000;2022-04-01
TR59552;428;60;1;Married;4.49;Potato Chip;Buana;Buana;General Trade;-1,26916;"116,825264";12000;3;36000;2022-04-01
TR61040;360;54;0;Married;35.78;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;2;32000;2022-04-01
TR75263;150;61;1;Married;8.56;Ginger Candy ;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";3200;5;16000;2022-04-01
TR76612;327;50;0;Married;12.41;Ginger Candy ;Buana;Buana;General Trade;-1,26916;"116,825264";3200;3;9600;2022-04-01
TR95087;135;41;0;Married;3.28;Cheese Stick;Bonafid;Gita;General Trade;-7,250445;"112,768845";15000;2;30000;2022-04-01
TR20662;131;25;0;Single;7.12;Choco Bar;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";8800;9;79200;2022-04-02
TR29006;321;45;0;Married;8.03;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;5;75000;2022-04-02
TR33014;234;61;1;Married;10.86;Oat;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";16000;2;32000;2022-04-02
TR34147;27;43;0;Married;17.42;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;4;72000;2022-04-02
TR37469;47;35;1;Married;9.56;Crackers;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";7500;5;37500;2022-04-02
TR4408;340;41;0;Single;10.9;Coffee Candy;Priangan;Priangan;Modern Trade;-5,45;"105,26667";9400;4;37600;2022-04-02
TR55207;319;39;0;Married;8.82;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;3;30000;2022-04-02
TR66707;167;28;1;Married;2.91;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;1;15000;2022-04-02
