"transactionid";"customerid";"productid";"price";"qty";"totalamount";"storeid";"DATE"
TR29792;282;10;15000;1;15000;4;2022-05-01
TR30598;183;2;3200;5;16000;13;2022-05-01
TR33393;150;6;18000;1;18000;8;2022-05-01
TR33979;64;10;15000;1;15000;5;2022-05-01
TR40009;417;1;8800;4;35200;7;2022-05-01
TR4708;387;3;7500;4;30000;11;2022-05-01
TR4847;163;9;10000;1;10000;14;2022-05-01
TR51192;164;7;9400;3;28200;9;2022-05-01
TR61800;59;2;3200;4;12800;13;2022-05-01
TR70439;302;9;10000;1;10000;2;2022-05-01
TR72254;383;5;4200;3;12600;1;2022-05-01
TR73071;134;4;12000;4;48000;12;2022-05-01
TR79845;165;5;4200;4;16800;13;2022-05-01
TR87163;177;2;3200;6;19200;8;2022-05-01
TR9022;280;8;16000;3;48000;2;2022-05-01
TR98209;118;5;4200;5;21000;4;2022-05-01
TR15090;49;9;10000;4;40000;6;2022-05-02
TR15275;336;1;8800;4;35200;9;2022-05-02
TR15829;19;9;10000;5;50000;1;2022-05-02
TR16411;116;9;10000;5;50000;4;2022-05-02
TR19017;282;5;4200;2;8400;5;2022-05-02
TR19160;16;8;16000;2;32000;5;2022-05-02
TR22182;342;3;7500;4;30000;6;2022-05-02
TR269;213;8;16000;2;32000;6;2022-05-02
TR45153;400;5;4200;5;21000;13;2022-05-02
TR47505;113;4;12000;1;12000;3;2022-05-02
TR5564;290;10;15000;1;15000;9;2022-05-02
TR65507;166;1;8800;7;61600;10;2022-05-02
TR67560;382;8;16000;1;16000;8;2022-05-02
TR72929;357;10;15000;5;75000;6;2022-05-02
TR73763;150;4;12000;1;12000;5;2022-05-02
TR82463;338;9;10000;4;40000;1;2022-05-02
TR89294;23;1;8800;3;26400;6;2022-05-02
TR91209;270;8;16000;1;16000;2;2022-05-02
TR12711;241;3;7500;3;22500;10;2022-05-03
TR31892;77;1;8800;2;17600;12;2022-05-03
TR47996;150;3;7500;3;22500;12;2022-05-03
TR48773;445;1;8800;3;26400;4;2022-05-03
TR5054;280;3;7500;4;30000;11;2022-05-03
TR6391;165;2;3200;6;19200;12;2022-05-03
TR79674;70;5;4200;4;16800;7;2022-05-03
TR90342;342;2;3200;3;9600;1;2022-05-03
TR95407;399;5;4200;3;12600;7;2022-05-03
TR36073;366;7;9400;5;47000;13;2022-05-04
TR5700;30;9;10000;4;40000;10;2022-05-04
TR64849;366;8;16000;2;32000;5;2022-05-04
TR72156;110;5;4200;3;12600;3;2022-05-04
TR75679;277;8;16000;1;16000;12;2022-05-04
TR82771;425;5;4200;5;21000;5;2022-05-04
TR91371;357;5;4200;5;21000;8;2022-05-04
TR92300;356;5;4200;2;8400;11;2022-05-04
TR98177;92;8;16000;2;32000;1;2022-05-04
TR20664;270;4;12000;2;24000;7;2022-05-05
TR27543;344;2;3200;5;16000;11;2022-05-05
TR44292;1;3;7500;4;30000;1;2022-05-05
TR47702;101;9;10000;1;10000;7;2022-05-05
TR50090;308;10;15000;3;45000;1;2022-05-05
TR52573;421;7;9400;3;28200;12;2022-05-05
TR54037;31;4;12000;2;24000;7;2022-05-05
TR57804;253;10;15000;4;60000;9;2022-05-05
TR6886;83;1;8800;4;35200;6;2022-05-05
TR69136;104;4;12000;1;12000;6;2022-05-05
TR7049;240;10;15000;3;45000;10;2022-05-05
TR71006;238;8;16000;2;32000;11;2022-05-05
TR88458;204;8;16000;2;32000;11;2022-05-05
TR90657;127;10;15000;5;75000;10;2022-05-05
TR16558;295;2;3200;7;22400;4;2022-05-06
TR18969;200;9;10000;4;40000;14;2022-05-06
TR19042;250;4;12000;1;12000;12;2022-05-06
TR26690;155;3;7500;6;45000;2;2022-05-06
TR42917;187;6;18000;2;36000;5;2022-05-06
TR59177;99;3;7500;2;15000;9;2022-05-06
TR65670;224;5;4200;4;16800;5;2022-05-06
TR70742;300;2;3200;3;9600;8;2022-05-06
TR7576;1;7;9400;2;18800;2;2022-05-06
TR77071;445;2;3200;7;22400;9;2022-05-06
TR88506;142;1;8800;7;61600;9;2022-05-06
TR90060;309;3;7500;2;15000;12;2022-05-06
TR94150;178;2;3200;3;9600;11;2022-05-06
TR10333;206;1;8800;3;26400;3;2022-05-07
TR12758;2;3;7500;6;45000;7;2022-05-07
TR16022;286;10;15000;4;60000;6;2022-05-07
TR18127;403;2;3200;6;19200;13;2022-05-07
TR20946;168;2;3200;5;16000;3;2022-05-07
TR24331;9;4;12000;2;24000;12;2022-05-07
TR29020;164;3;7500;4;30000;7;2022-05-07
TR30380;409;5;4200;2;8400;1;2022-05-07
TR43498;7;5;4200;3;12600;3;2022-05-07
TR71994;234;5;4200;3;12600;12;2022-05-07
TR72876;434;9;10000;7;70000;12;2022-05-07
TR8203;324;5;4200;5;21000;5;2022-05-07
TR86133;77;10;15000;2;30000;6;2022-05-07
TR89483;411;10;15000;1;15000;1;2022-05-07
TR93414;66;3;7500;6;45000;6;2022-05-07
TR93449;286;5;4200;4;16800;8;2022-05-07
TR94753;166;5;4200;5;21000;9;2022-05-07
TR98216;312;1;8800;4;35200;5;2022-05-07
TR10617;221;9;10000;3;30000;4;2022-05-08
TR13399;360;5;4200;2;8400;8;2022-05-08
TR25148;339;1;8800;8;70400;4;2022-05-08
TR47837;158;10;15000;1;15000;1;2022-05-08
TR47872;46;10;15000;3;45000;11;2022-05-08
TR56985;280;5;4200;2;8400;6;2022-05-08
TR57871;218;5;4200;3;12600;9;2022-05-08
TR61103;401;5;4200;2;8400;7;2022-05-08
TR647;108;2;3200;5;16000;6;2022-05-08
TR77033;213;8;16000;1;16000;1;2022-05-08
TR78548;29;3;7500;1;7500;11;2022-05-08
TR80743;344;4;12000;4;48000;3;2022-05-08
TR82884;318;9;10000;5;50000;11;2022-05-08
TR84974;45;2;3200;3;9600;14;2022-05-08
TR85774;340;9;10000;4;40000;5;2022-05-08
TR90801;226;9;10000;5;50000;1;2022-05-08
TR10234;18;3;7500;1;7500;8;2022-05-09
TR12656;171;10;15000;3;45000;5;2022-05-09
TR12978;401;5;4200;2;8400;14;2022-05-09
TR25265;83;1;8800;9;79200;14;2022-05-09
TR29591;201;2;3200;7;22400;9;2022-05-09
TR4501;73;3;7500;1;7500;2;2022-05-09
TR49881;370;5;4200;4;16800;2;2022-05-09
TR52422;339;10;15000;4;60000;8;2022-05-09
TR55535;276;5;4200;5;21000;14;2022-05-09
TR55646;378;9;10000;2;20000;13;2022-05-09
TR59189;310;7;9400;2;18800;1;2022-05-09
TR59996;26;1;8800;2;17600;3;2022-05-09
TR60436;257;7;9400;6;56400;12;2022-05-09
TR75587;112;7;9400;5;47000;12;2022-05-09
TR90912;222;3;7500;6;45000;14;2022-05-09
TR94266;95;1;8800;9;79200;1;2022-05-09
TR94784;386;2;3200;7;22400;3;2022-05-09
TR19309;280;5;4200;3;12600;4;2022-05-10
TR29544;223;4;12000;4;48000;7;2022-05-10
TR31314;275;5;4200;5;21000;2;2022-05-10
TR37508;101;8;16000;2;32000;5;2022-05-10
TR41196;59;2;3200;7;22400;3;2022-05-10
TR45070;314;8;16000;2;32000;3;2022-05-10
TR6415;200;7;9400;2;18800;4;2022-05-10
TR71943;316;2;3200;4;12800;14;2022-05-10
TR95738;44;3;7500;6;45000;2;2022-05-10
TR98292;422;9;10000;7;70000;11;2022-05-10
TR12063;293;5;4200;3;12600;12;2022-05-11
TR2385;28;10;15000;4;60000;9;2022-05-11
TR28373;283;8;16000;3;48000;6;2022-05-11
TR30698;340;7;9400;5;47000;14;2022-05-11
TR33538;76;8;16000;3;48000;9;2022-05-11
TR36057;157;1;8800;10;88000;9;2022-05-11
TR43057;148;7;9400;4;37600;11;2022-05-11
TR45064;300;6;18000;1;18000;7;2022-05-11
TR65387;147;10;15000;5;75000;1;2022-05-11
TR71844;253;4;12000;2;24000;13;2022-05-11
TR72306;391;9;10000;5;50000;3;2022-05-11
TR78117;109;5;4200;2;8400;14;2022-05-11
TR82970;363;3;7500;4;30000;2;2022-05-11
TR8428;284;2;3200;3;9600;6;2022-05-11
TR8872;384;2;3200;4;12800;10;2022-05-11
TR95227;17;9;10000;7;70000;3;2022-05-11
TR20456;204;10;15000;1;15000;6;2022-05-12
TR20458;171;2;3200;7;22400;7;2022-05-12
TR26647;315;1;8800;3;26400;10;2022-05-12
TR28233;233;6;18000;1;18000;12;2022-05-12
TR32463;127;6;18000;4;72000;5;2022-05-12
TR46395;248;8;16000;3;48000;12;2022-05-12
TR48215;322;5;4200;4;16800;7;2022-05-12
TR49427;169;8;16000;1;16000;13;2022-05-12
TR52406;54;7;9400;2;18800;1;2022-05-12
TR61573;300;5;4200;3;12600;10;2022-05-12
TR6829;379;1;8800;5;44000;10;2022-05-12
TR73824;62;7;9400;3;28200;12;2022-05-12
TR75655;134;4;12000;1;12000;12;2022-05-12
TR8298;149;3;7500;3;22500;3;2022-05-12
TR97744;29;5;4200;5;21000;12;2022-05-12
TR16930;137;2;3200;4;12800;12;2022-05-13
TR25317;392;8;16000;1;16000;6;2022-05-13
TR30499;156;9;10000;1;10000;5;2022-05-13
TR49649;327;8;16000;3;48000;2;2022-05-13
TR51108;50;10;15000;3;45000;13;2022-05-13
TR59672;156;5;4200;5;21000;8;2022-05-13
TR65024;100;5;4200;2;8400;3;2022-05-13
TR73860;124;1;8800;5;44000;3;2022-05-13
TR74868;258;5;4200;3;12600;5;2022-05-13
TR7538;88;10;15000;5;75000;5;2022-05-13
TR93029;160;6;18000;2;36000;13;2022-05-13
TR94515;69;7;9400;3;28200;3;2022-05-13
TR16256;382;3;7500;1;7500;9;2022-05-14
TR17251;241;7;9400;5;47000;1;2022-05-14
TR27216;238;2;3200;6;19200;6;2022-05-14
TR37380;79;9;10000;6;60000;14;2022-05-14
TR37793;2;5;4200;5;21000;3;2022-05-14
TR40659;47;7;9400;4;37600;6;2022-05-14
TR42824;283;8;16000;2;32000;13;2022-05-14
TR52497;86;2;3200;4;12800;13;2022-05-14
TR54740;174;7;9400;5;47000;13;2022-05-14
TR6759;143;3;7500;5;37500;11;2022-05-14
TR73728;18;2;3200;6;19200;10;2022-05-14
TR75658;166;2;3200;4;12800;13;2022-05-14
TR77142;42;4;12000;1;12000;8;2022-05-14
TR77785;321;7;9400;5;47000;6;2022-05-14
TR78464;86;10;15000;1;15000;5;2022-05-14
TR80626;105;7;9400;3;28200;12;2022-05-14
TR8712;446;7;9400;3;28200;5;2022-05-14
TR96549;96;8;16000;2;32000;7;2022-05-14
TR99076;12;3;7500;6;45000;6;2022-05-14
TR21697;42;10;15000;3;45000;8;2022-05-15
TR23995;198;7;9400;3;28200;11;2022-05-15
TR30981;260;8;16000;2;32000;8;2022-05-15
TR39850;75;7;9400;5;47000;12;2022-05-15
TR42758;408;1;8800;5;44000;8;2022-05-15
TR47079;61;2;3200;6;19200;4;2022-05-15
TR47161;71;8;16000;2;32000;9;2022-05-15
TR60002;84;5;4200;5;21000;14;2022-05-15
TR64640;107;9;10000;1;10000;3;2022-05-15
TR66413;215;1;8800;4;35200;2;2022-05-15
TR71243;73;7;9400;2;18800;3;2022-05-15
TR76793;275;8;16000;1;16000;7;2022-05-15
TR77707;95;10;15000;4;60000;9;2022-05-15
TR80275;96;5;4200;2;8400;13;2022-05-15
TR81058;259;2;3200;7;22400;7;2022-05-15
TR81144;372;5;4200;4;16800;10;2022-05-15
TR87715;215;5;4200;5;21000;12;2022-05-15
TR10055;21;10;15000;4;60000;5;2022-05-16
TR1398;70;10;15000;1;15000;10;2022-05-16
TR32033;224;2;3200;3;9600;12;2022-05-16
TR37007;304;9;10000;4;40000;9;2022-05-16
TR51604;373;10;15000;2;30000;10;2022-05-16
TR57592;409;10;15000;1;15000;6;2022-05-16
TR6617;81;1;8800;5;44000;6;2022-05-16
TR72352;177;5;4200;4;16800;1;2022-05-16
TR73724;119;10;15000;2;30000;8;2022-05-16
TR78067;106;7;9400;6;56400;5;2022-05-16
TR93893;54;2;3200;4;12800;13;2022-05-16
TR10446;183;7;9400;6;56400;10;2022-05-17
TR15529;297;2;3200;5;16000;2;2022-05-17
TR21967;51;6;18000;2;36000;2;2022-05-17
TR24752;343;9;10000;1;10000;5;2022-05-17
TR25636;270;10;15000;5;75000;13;2022-05-17
TR31781;220;3;7500;1;7500;10;2022-05-17
TR40506;414;3;7500;6;45000;12;2022-05-17
TR47451;76;8;16000;1;16000;8;2022-05-17
TR54580;237;4;12000;4;48000;8;2022-05-17
TR83001;105;9;10000;3;30000;1;2022-05-17
TR86569;273;9;10000;3;30000;14;2022-05-17
TR86850;403;1;8800;8;70400;4;2022-05-17
TR91018;91;8;16000;2;32000;5;2022-05-17
TR98083;241;2;3200;3;9600;5;2022-05-17
TR99535;442;5;4200;3;12600;8;2022-05-17
TR13084;379;3;7500;6;45000;2;2022-05-18
TR18750;24;8;16000;1;16000;3;2022-05-18
TR28408;158;2;3200;4;12800;3;2022-05-18
TR29142;59;6;18000;1;18000;14;2022-05-18
TR48241;85;9;10000;4;40000;12;2022-05-18
TR48604;438;4;12000;2;24000;8;2022-05-18
TR49525;429;2;3200;7;22400;1;2022-05-18
TR57460;102;3;7500;4;30000;6;2022-05-18
TR58159;205;7;9400;5;47000;4;2022-05-18
TR58427;122;5;4200;3;12600;13;2022-05-18
TR59728;146;2;3200;3;9600;1;2022-05-18
TR64345;404;2;3200;3;9600;7;2022-05-18
TR73798;3;2;3200;5;16000;1;2022-05-18
TR77376;136;9;10000;4;40000;5;2022-05-18
TR96269;269;9;10000;6;60000;14;2022-05-18
TR18631;153;4;12000;2;24000;13;2022-05-19
TR30071;278;7;9400;3;28200;5;2022-05-19
TR32802;52;7;9400;5;47000;12;2022-05-19
TR41422;365;6;18000;4;72000;6;2022-05-19
TR53932;178;3;7500;5;37500;1;2022-05-19
TR55482;139;2;3200;3;9600;12;2022-05-19
TR58550;29;5;4200;2;8400;8;2022-05-19
TR61072;422;5;4200;4;16800;11;2022-05-19
TR63554;346;8;16000;1;16000;9;2022-05-19
TR65931;443;1;8800;5;44000;12;2022-05-19
TR66136;440;10;15000;2;30000;12;2022-05-19
TR72346;30;9;10000;7;70000;9;2022-05-19
TR73051;135;8;16000;2;32000;12;2022-05-19
TR74166;280;3;7500;1;7500;13;2022-05-19
TR76409;370;5;4200;3;12600;11;2022-05-19
TR82533;9;8;16000;3;48000;10;2022-05-19
TR9172;62;10;15000;1;15000;5;2022-05-19
TR94783;437;5;4200;2;8400;7;2022-05-19
TR99327;245;5;4200;4;16800;4;2022-05-19
TR17896;170;8;16000;1;16000;6;2022-05-20
TR18878;76;1;8800;10;88000;10;2022-05-20
TR26378;41;1;8800;8;70400;11;2022-05-20
TR32027;45;4;12000;3;36000;7;2022-05-20
TR36249;282;7;9400;3;28200;4;2022-05-20
TR46046;26;5;4200;3;12600;5;2022-05-20
TR46464;391;4;12000;2;24000;9;2022-05-20
TR53204;125;7;9400;2;18800;7;2022-05-20
TR62977;360;7;9400;2;18800;4;2022-05-20
TR63350;408;8;16000;2;32000;12;2022-05-20
TR66041;414;8;16000;3;48000;11;2022-05-20
TR70359;141;10;15000;3;45000;10;2022-05-20
TR89033;167;5;4200;5;21000;14;2022-05-20
TR98078;426;2;3200;5;16000;1;2022-05-20
TR10008;235;8;16000;2;32000;4;2022-05-21
TR13701;212;5;4200;5;21000;10;2022-05-21
TR14139;423;9;10000;3;30000;4;2022-05-21
TR29914;132;9;10000;1;10000;4;2022-05-21
TR33009;267;8;16000;1;16000;4;2022-05-21
TR43202;106;7;9400;3;28200;12;2022-05-21
TR45978;190;8;16000;2;32000;7;2022-05-21
TR52075;427;1;8800;8;70400;14;2022-05-21
TR5231;13;10;15000;5;75000;11;2022-05-21
TR54818;322;5;4200;2;8400;7;2022-05-21
TR55417;341;9;10000;4;40000;2;2022-05-21
TR71313;117;1;8800;10;88000;8;2022-05-21
TR86870;356;3;7500;5;37500;7;2022-05-21
TR97172;328;1;8800;5;44000;1;2022-05-21
TR36730;13;5;4200;4;16800;10;2022-05-22
TR42734;82;6;18000;2;36000;2;2022-05-22
TR44058;162;4;12000;1;12000;12;2022-05-22
TR53643;5;8;16000;3;48000;9;2022-05-22
TR58624;72;3;7500;4;30000;6;2022-05-22
TR65262;240;3;7500;4;30000;2;2022-05-22
TR72099;110;5;4200;4;16800;3;2022-05-22
TR74706;188;1;8800;5;44000;12;2022-05-22
TR79457;127;5;4200;3;12600;10;2022-05-22
TR89744;413;1;8800;5;44000;1;2022-05-22
TR92952;394;10;15000;5;75000;1;2022-05-22
TR10955;222;4;12000;1;12000;13;2022-05-23
TR1288;235;9;10000;3;30000;9;2022-05-23
TR14282;407;10;15000;1;15000;9;2022-05-23
TR25944;237;3;7500;5;37500;2;2022-05-23
TR35371;249;8;16000;1;16000;7;2022-05-23
TR42599;386;10;15000;2;30000;3;2022-05-23
TR72582;245;8;16000;1;16000;14;2022-05-23
TR76820;17;8;16000;1;16000;2;2022-05-23
TR13583;365;7;9400;3;28200;8;2022-05-24
TR16232;392;6;18000;4;72000;1;2022-05-24
TR30170;396;8;16000;1;16000;11;2022-05-24
TR30213;317;1;8800;5;44000;11;2022-05-24
TR32691;270;8;16000;2;32000;6;2022-05-24
TR52322;369;1;8800;10;88000;14;2022-05-24
TR55903;339;10;15000;5;75000;10;2022-05-24
TR74019;437;5;4200;4;16800;7;2022-05-24
TR8417;55;7;9400;4;37600;9;2022-05-24
TR88643;109;10;15000;1;15000;5;2022-05-24
TR90637;203;7;9400;2;18800;10;2022-05-24
TR99213;440;3;7500;4;30000;3;2022-05-24
TR205;24;7;9400;5;47000;5;2022-05-25
TR31397;326;8;16000;1;16000;14;2022-05-25
TR32940;285;5;4200;5;21000;12;2022-05-25
TR41627;430;4;12000;4;48000;6;2022-05-25
TR45604;298;1;8800;5;44000;2;2022-05-25
TR5221;376;1;8800;2;17600;12;2022-05-25
TR57969;84;2;3200;3;9600;13;2022-05-25
TR64532;154;10;15000;5;75000;1;2022-05-25
TR78283;77;9;10000;7;70000;14;2022-05-25
TR8634;27;2;3200;6;19200;4;2022-05-25
TR86725;391;1;8800;7;61600;1;2022-05-25
TR89826;394;7;9400;2;18800;4;2022-05-25
TR95242;426;2;3200;4;12800;7;2022-05-25
TR18661;334;6;18000;1;18000;9;2022-05-26
TR18909;397;4;12000;5;60000;2;2022-05-26
TR23402;336;4;12000;3;36000;8;2022-05-26
TR2508;404;4;12000;3;36000;10;2022-05-26
TR25672;355;10;15000;3;45000;1;2022-05-26
TR32650;235;1;8800;4;35200;13;2022-05-26
TR35872;259;2;3200;6;19200;2;2022-05-26
TR45036;242;5;4200;5;21000;10;2022-05-26
TR45730;166;6;18000;4;72000;10;2022-05-26
TR49448;60;4;12000;3;36000;4;2022-05-26
TR53608;189;3;7500;2;15000;10;2022-05-26
TR67772;256;2;3200;6;19200;6;2022-05-26
TR68329;75;1;8800;7;61600;8;2022-05-26
TR68557;162;5;4200;3;12600;13;2022-05-26
TR77534;53;2;3200;6;19200;11;2022-05-26
TR7903;61;2;3200;6;19200;11;2022-05-26
TR79938;72;4;12000;1;12000;14;2022-05-26
TR94275;22;3;7500;1;7500;3;2022-05-26
TR9760;150;1;8800;10;88000;11;2022-05-26
TR17428;207;2;3200;6;19200;7;2022-05-27
TR19574;86;1;8800;2;17600;11;2022-05-27
TR60157;332;9;10000;4;40000;14;2022-05-27
TR72123;50;7;9400;4;37600;14;2022-05-27
TR93161;51;10;15000;2;30000;11;2022-05-27
TR15094;128;4;12000;1;12000;5;2022-05-28
TR17886;102;6;18000;2;36000;14;2022-05-28
TR18552;18;1;8800;10;88000;8;2022-05-28
TR26149;157;1;8800;10;88000;13;2022-05-28
TR28539;143;7;9400;6;56400;5;2022-05-28
TR3801;389;5;4200;5;21000;9;2022-05-28
TR40064;277;4;12000;3;36000;10;2022-05-28
TR42709;5;4;12000;5;60000;9;2022-05-28
TR44611;181;9;10000;5;50000;5;2022-05-28
TR46189;229;9;10000;2;20000;13;2022-05-28
TR51988;46;1;8800;5;44000;4;2022-05-28
TR85295;34;10;15000;1;15000;11;2022-05-28
TR9089;437;1;8800;6;52800;14;2022-05-28
TR92789;319;5;4200;2;8400;2;2022-05-28
TR98702;63;10;15000;4;60000;11;2022-05-28
TR19361;348;4;12000;3;36000;7;2022-05-29
TR24130;69;1;8800;2;17600;9;2022-05-29
TR25635;307;5;4200;3;12600;4;2022-05-29
TR63418;229;5;4200;3;12600;1;2022-05-29
TR67986;21;3;7500;5;37500;2;2022-05-29
TR72630;101;10;15000;1;15000;9;2022-05-29
TR76153;70;8;16000;2;32000;10;2022-05-29
TR90531;402;5;4200;3;12600;1;2022-05-29
TR90878;323;5;4200;3;12600;12;2022-05-29
TR9123;98;3;7500;6;45000;11;2022-05-29
TR97736;144;7;9400;4;37600;8;2022-05-29
TR12602;154;7;9400;6;56400;13;2022-05-30
TR20253;365;3;7500;4;30000;1;2022-05-30
TR27511;102;7;9400;6;56400;3;2022-05-30
TR32593;44;1;8800;2;17600;1;2022-05-30
TR52274;363;2;3200;4;12800;8;2022-05-30
TR57011;189;3;7500;6;45000;10;2022-05-30
TR67871;215;5;4200;3;12600;6;2022-05-30
TR69753;347;5;4200;2;8400;5;2022-05-30
TR76532;156;9;10000;3;30000;3;2022-05-30
TR81730;39;3;7500;3;22500;12;2022-05-30
TR84800;131;2;3200;3;9600;7;2022-05-30
TR85209;47;10;15000;4;60000;7;2022-05-30
TR88930;19;9;10000;7;70000;5;2022-05-30
TR91503;179;1;8800;4;35200;10;2022-05-30
TR23186;167;4;12000;4;48000;2;2022-05-31
TR44719;256;4;12000;1;12000;14;2022-05-31
TR47366;60;2;3200;3;9600;6;2022-05-31
TR47387;250;10;15000;5;75000;7;2022-05-31
TR75272;379;7;9400;2;18800;14;2022-05-31
TR91237;2;5;4200;3;12600;7;2022-05-31
TR94251;40;2;3200;3;9600;14;2022-05-31
TR1082;370;6;18000;4;72000;6;2022-06-01
TR16657;109;3;7500;4;30000;4;2022-06-01
TR24757;365;3;7500;5;37500;5;2022-06-01
TR27474;265;7;9400;2;18800;1;2022-06-01
TR58676;190;3;7500;5;37500;1;2022-06-01
TR63359;447;5;4200;2;8400;3;2022-06-01
TR66253;245;5;4200;4;16800;11;2022-06-01
TR6857;443;7;9400;5;47000;13;2022-06-01
TR74887;326;9;10000;1;10000;9;2022-06-01
TR77072;103;9;10000;5;50000;3;2022-06-01
TR77974;76;2;3200;5;16000;6;2022-06-01
TR7848;169;2;3200;7;22400;12;2022-06-01
TR84367;112;9;10000;2;20000;10;2022-06-01
TR85951;235;2;3200;6;19200;11;2022-06-01
TR86477;56;5;4200;4;16800;11;2022-06-01
TR99691;404;2;3200;6;19200;11;2022-06-01
TR14005;380;5;4200;4;16800;7;2022-06-02
TR23203;342;6;18000;1;18000;9;2022-06-02
TR24714;319;7;9400;6;56400;6;2022-06-02
TR28209;113;8;16000;2;32000;13;2022-06-02
TR2963;113;6;18000;4;72000;3;2022-06-02
TR3382;276;1;8800;8;70400;11;2022-06-02
TR55532;325;1;8800;5;44000;10;2022-06-02
TR56344;66;4;12000;2;24000;4;2022-06-02
TR6713;380;8;16000;3;48000;14;2022-06-02
TR75851;365;8;16000;2;32000;7;2022-06-02
TR80559;408;7;9400;6;56400;10;2022-06-02
TR81508;356;1;8800;7;61600;11;2022-06-02
TR82174;26;9;10000;5;50000;14;2022-06-02
TR86966;115;7;9400;2;18800;6;2022-06-02
TR17282;285;5;4200;3;12600;5;2022-06-03
TR2162;1;10;15000;4;60000;14;2022-06-03
TR21630;378;10;15000;3;45000;3;2022-06-03
TR25586;332;3;7500;1;7500;3;2022-06-03
TR29081;319;9;10000;2;20000;7;2022-06-03
TR38488;216;10;15000;1;15000;12;2022-06-03
TR38698;428;9;10000;5;50000;4;2022-06-03
TR47790;34;10;15000;5;75000;12;2022-06-03
TR53865;80;4;12000;2;24000;10;2022-06-03
TR59511;19;1;8800;8;70400;12;2022-06-03
TR68706;150;4;12000;3;36000;12;2022-06-03
TR69289;401;3;7500;4;30000;12;2022-06-03
TR70264;361;3;7500;3;22500;12;2022-06-03
TR76051;138;10;15000;3;45000;4;2022-06-03
TR98241;105;8;16000;2;32000;5;2022-06-03
TR27448;228;5;4200;3;12600;10;2022-06-04
TR36412;192;7;9400;4;37600;9;2022-06-04
TR43932;423;1;8800;3;26400;3;2022-06-04
TR46767;234;1;8800;2;17600;5;2022-06-04
TR48027;123;5;4200;3;12600;14;2022-06-04
TR52055;36;7;9400;2;18800;9;2022-06-04
TR53407;234;8;16000;2;32000;14;2022-06-04
TR814;398;7;9400;6;56400;12;2022-06-04
TR81996;400;1;8800;5;44000;11;2022-06-04
TR909;412;8;16000;2;32000;5;2022-06-04
TR96898;29;7;9400;2;18800;1;2022-06-04
TR11439;29;2;3200;7;22400;13;2022-06-05
TR21036;297;8;16000;2;32000;1;2022-06-05
TR21917;124;1;8800;7;61600;8;2022-06-05
TR22699;67;3;7500;6;45000;1;2022-06-05
TR28267;342;7;9400;5;47000;13;2022-06-05
TR28779;343;2;3200;5;16000;9;2022-06-05
TR43317;51;1;8800;5;44000;14;2022-06-05
TR43372;67;3;7500;3;22500;10;2022-06-05
TR47912;347;2;3200;4;12800;10;2022-06-05
TR48390;250;5;4200;5;21000;11;2022-06-05
TR52323;318;7;9400;6;56400;5;2022-06-05
TR69849;389;5;4200;5;21000;8;2022-06-05
TR71075;158;3;7500;4;30000;1;2022-06-05
TR71793;105;1;8800;4;35200;1;2022-06-05
TR75644;41;9;10000;5;50000;1;2022-06-05
TR85962;160;7;9400;5;47000;13;2022-06-05
TR95530;340;1;8800;5;44000;5;2022-06-05
TR21914;70;9;10000;7;70000;7;2022-06-06
TR27370;364;2;3200;3;9600;4;2022-06-06
TR33420;296;8;16000;3;48000;6;2022-06-06
TR39500;99;1;8800;9;79200;14;2022-06-06
TR41944;297;5;4200;2;8400;3;2022-06-06
TR4689;93;4;12000;4;48000;9;2022-06-06
TR47964;273;5;4200;4;16800;4;2022-06-06
TR5213;296;8;16000;1;16000;7;2022-06-06
TR56139;202;8;16000;2;32000;4;2022-06-06
TR66345;89;9;10000;2;20000;3;2022-06-06
TR69565;362;8;16000;1;16000;2;2022-06-06
TR80761;101;1;8800;8;70400;2;2022-06-06
TR13968;413;4;12000;5;60000;14;2022-06-07
TR17122;440;5;4200;3;12600;13;2022-06-07
TR22030;36;5;4200;3;12600;11;2022-06-07
TR29096;163;4;12000;5;60000;9;2022-06-07
TR48712;62;3;7500;6;45000;14;2022-06-07
TR49370;25;10;15000;4;60000;14;2022-06-07
TR49906;440;8;16000;1;16000;14;2022-06-07
TR57126;409;3;7500;2;15000;2;2022-06-07
TR60072;179;7;9400;2;18800;5;2022-06-07
TR60238;253;10;15000;3;45000;5;2022-06-07
TR78584;26;2;3200;7;22400;9;2022-06-07
TR87306;88;5;4200;5;21000;13;2022-06-07
TR87917;285;2;3200;5;16000;13;2022-06-07
TR90445;224;10;15000;4;60000;14;2022-06-07
TR92291;392;7;9400;5;47000;10;2022-06-07
TR95521;389;8;16000;3;48000;1;2022-06-07
TR12791;172;10;15000;4;60000;12;2022-06-08
TR44194;257;2;3200;4;12800;6;2022-06-08
TR56139;167;8;16000;2;32000;6;2022-06-08
TR63781;239;8;16000;2;32000;4;2022-06-08
TR6530;318;7;9400;6;56400;2;2022-06-08
TR7097;305;5;4200;5;21000;7;2022-06-08
TR7519;156;10;15000;4;60000;9;2022-06-08
TR76496;377;2;3200;6;19200;5;2022-06-08
TR7690;109;5;4200;4;16800;11;2022-06-08
TR97388;271;5;4200;4;16800;3;2022-06-08
TR21344;274;2;3200;7;22400;5;2022-06-09
TR24804;422;5;4200;4;16800;14;2022-06-09
TR56918;382;5;4200;4;16800;12;2022-06-09
TR69868;343;10;15000;1;15000;4;2022-06-09
